Nisken.no ,Station ,Latitude,Longitude,Bot. Depth.m,Depth,StrainGaugePressure,Conductivity,Salinity,Temperature,PotentialTemp.,Density,Sigmatheta,Oxygen,Oxygen,PAR.Irradiance,ISUS,Nitrate
,119,31.117,-78.105,751,104,151.925,54.097061,36.6607,23.8469,23.8248,1025.3964,24.9514,4.6268,96.66,2.42E+01,-1.1838954,0.361677371
,119,31.117,-78.105,751,105,153.392,54.051157,36.6574,23.8079,23.7856,1025.4099,24.9606,4.6616,97.32,2.30E+01,-2.4423815,0.325936365
,119,31.117,-78.105,751,106,154.845,54.014199,36.6591,23.7712,23.7487,1025.4265,24.9728,4.6653,97.337,2.19E+01,-1.4993661,0.352718003
,119,31.117,-78.105,751,107,156.315,53.976962,36.6552,23.741,23.7185,1025.4368,24.9788,4.6485,96.934,2.10E+01,-1.3450923,0.357099379
,119,31.117,-78.105,751,108,157.765,53.946354,36.6534,23.7145,23.6915,1025.4477,24.9854,4.6346,96.599,1.99E+01,-1.9028808,0.341258185
,119,31.117,-78.105,751,109,159.235,53.918919,36.657,23.6843,23.6612,1025.4638,24.9971,4.6037,95.906,1.88E+01,-1.1513234,0.362602415
,119,31.117,-78.105,751,110,160.694,53.909379,36.6614,23.6697,23.6464,1025.4757,25.0048,4.5866,95.529,1.81E+01,-1.7774677,0.344819917
,119,31.117,-78.105,751,111,162.149,53.908221,36.663,23.6664,23.6429,1025.4823,25.0071,4.5693,95.163,1.70E+01,-2.8644995,0.313948214
,119,31.117,-78.105,751,112,163.619,53.893085,36.6606,23.6548,23.6311,1025.4882,25.0087,4.6012,95.809,1.61E+01,-2.0918311,0.335891997
,119,31.117,-78.105,751,113,165.082,53.855136,36.6555,23.6253,23.6016,1025.4974,25.0136,4.6414,96.593,1.54E+01,-0.4795878,0.381679706
,119,31.117,-78.105,751,114,166.531,53.830609,36.6515,23.6073,23.583,1025.5042,25.016,4.6507,96.753,1.45E+01,-1.4748882,0.353413175
,119,31.117,-78.105,751,115,167.999,53.778265,36.64,23.572,23.548,1025.5101,25.0176,4.6898,97.502,1.37E+01,-1.6957987,0.347139317
,119,31.117,-78.105,751,116,169.459,53.680669,36.6292,23.494,23.4693,1025.5295,25.0326,4.6936,97.441,1.31E+01,-2.3811032,0.327676669
,119,31.117,-78.105,751,117,170.922,53.659636,36.6373,23.4646,23.4399,1025.5486,25.0474,4.6733,96.978,1.24E+01,-1.5547128,0.351146156
,119,31.117,-78.105,751,118,172.387,53.590594,36.6292,23.4097,23.385,1025.563,25.0574,4.679,96.998,1.18E+01,-2.5216753,0.323684421
,119,31.117,-78.105,751,119,173.833,53.564123,36.6378,23.3744,23.3492,1025.5844,25.0745,4.6799,96.961,1.13E+01,-2.3009659,0.329952568
,119,31.117,-78.105,751,120,175.309,53.530761,36.631,23.351,23.3262,1025.5903,25.0761,4.6785,96.891,1.07E+01,-1.7372995,0.345960694
,119,31.117,-78.105,751,121,176.774,53.438182,36.6182,23.28,23.2546,1025.606,25.0873,4.6696,96.578,1.02E+01,-2.1211045,0.335060632
,119,31.117,-78.105,751,122,178.22,53.386005,36.6229,23.2257,23.2002,1025.6298,25.1067,4.6836,96.78,9.63E+00,-1.7575933,0.34538435
,119,31.117,-78.105,751,123,179.694,53.335522,36.6229,23.1782,23.1525,1025.6481,25.1207,4.6868,96.767,9.20E+00,-2.3640284,0.328161593
,119,31.117,-78.105,751,124,181.152,53.310917,36.6245,23.1533,23.1273,1025.6609,25.1292,4.6743,96.467,8.78E+00,-1.9135395,0.340955478
,119,31.117,-78.105,751,125,182.612,53.282439,36.6218,23.1293,23.1034,1025.6702,25.1341,4.6746,96.433,8.28E+00,-1.71999,0.346452284
,119,31.117,-78.105,751,126,184.073,53.249489,36.6234,23.0964,23.0701,1025.6855,25.145,4.6642,96.164,7.88E+00,-1.168027,0.362128033
,119,31.117,-78.105,751,127,185.536,53.237657,36.6244,23.0837,23.0574,1025.6943,25.1496,4.6606,96.068,7.52E+00,-1.6052889,0.349709795
,119,31.117,-78.105,751,128,186.996,53.228758,36.6237,23.0759,23.0495,1025.7003,25.1513,4.6516,95.87,7.09E+00,-2.5123371,0.323949626
,119,31.117,-78.105,751,129,188.464,53.204705,36.6241,23.0527,23.0257,1025.7118,25.1585,4.6423,95.64,6.76E+00,-1.5491417,0.351304376
,119,31.117,-78.105,751,130,189.913,53.206086,36.6328,23.0432,23.0162,1025.7255,25.1679,4.6333,95.443,6.45E+00,-1.1353764,0.36305531
,119,31.117,-78.105,751,131,191.381,53.200855,36.6373,23.0323,23.0053,1025.7364,25.1745,4.6139,95.029,6.08E+00,-1.8714808,0.342149945
,119,31.117,-78.105,751,132,192.841,53.157744,36.6396,22.9893,22.9617,1025.7552,25.1889,4.6218,95.119,5.78E+00,-0.9342339,0.368767757
,119,31.117,-78.105,751,133,194.298,53.149761,36.6427,22.9777,22.9502,1025.7651,25.1945,4.6188,95.041,5.49E+00,-1.3556698,0.356798978
,119,31.117,-78.105,751,134,195.769,53.133776,36.6433,22.9616,22.9338,1025.7747,25.1998,4.6146,94.929,5.20E+00,-2.1219616,0.335036291
,119,31.117,-78.105,751,135,197.222,53.126416,36.6451,22.9522,22.9243,1025.7831,25.2039,4.594,94.49,4.96E+00,-1.6179106,0.349351339
,119,31.117,-78.105,751,136,198.687,53.127251,36.6541,22.9418,22.9136,1025.7973,25.2138,4.5834,94.261,4.71E+00,-2.5696595,0.32232167
,119,31.117,-78.105,751,137,200.155,53.137153,36.6615,22.9417,22.9135,1025.8072,25.2194,4.5708,94.004,4.47E+00,-2.2331126,0.331879602
,119,31.117,-78.105,751,138,201.606,53.141289,36.6624,22.9442,22.9156,1025.8116,25.2195,4.5742,94.08,4.24E+00,-1.5081913,0.352467367
,119,31.117,-78.105,751,139,203.075,53.14175,36.6623,22.9442,22.9155,1025.8158,25.2195,4.5485,93.551,4.03E+00,-1.350886,0.356934838
,119,31.117,-78.105,751,140,204.532,53.123832,36.6574,22.9331,22.9045,1025.8197,25.219,4.4822,92.166,3.83E+00,-0.3709007,0.38476642
,119,31.117,-78.105,751,141,205.995,53.069454,36.6712,22.8655,22.836,1025.8544,25.2493,4.454,91.485,3.65E+00,-1.0939595,0.36423155
,119,31.117,-78.105,751,142,207.451,53.059276,36.683,22.8414,22.8122,1025.8745,25.2651,4.438,91.125,3.47E+00,-2.1427412,0.33444615
,119,31.117,-78.105,751,143,208.924,53.054847,36.6863,22.8332,22.8036,1025.8838,25.2701,4.4533,91.428,3.27E+00,-1.3719095,0.35633777
,119,31.117,-78.105,751,144,210.377,53.049788,36.6847,22.8298,22.8001,1025.8879,25.2699,4.4435,91.221,3.10E+00,-1.1338403,0.363098935
,119,31.117,-78.105,751,145,211.832,53.041292,36.6843,22.8221,22.7922,1025.8942,25.2719,4.4123,90.568,2.95E+00,-0.9981399,0.366952827
,119,31.117,-78.105,751,146,213.31,53.033123,36.6845,22.8138,22.7838,1025.9011,25.2745,4.4211,90.737,2.77E+00,-1.5935161,0.350044143
,119,31.117,-78.105,751,147,214.764,52.997362,36.6816,22.7837,22.7534,1025.912,25.2811,4.4193,90.65,2.63E+00,-2.2237626,0.332145142
,119,31.117,-78.105,751,148,216.226,52.955189,36.6835,22.7413,22.7112,1025.93,25.2947,4.3954,90.093,2.49E+00,-1.8204666,0.343598749
,119,31.117,-78.105,751,149,217.685,52.893349,36.6844,22.6827,22.652,1025.9521,25.3124,4.3978,90.049,2.36E+00,-1.2721595,0.35917067
,119,31.117,-78.105,751,150,219.148,52.852514,36.6826,22.6466,22.6157,1025.9655,25.3214,4.3914,89.86,2.23E+00,-1.0494367,0.365495998
,119,31.117,-78.105,751,151,220.61,52.82142,36.6839,22.6152,22.5844,1025.9799,25.3314,4.3749,89.475,2.12E+00,-0.4488044,0.382553955
,119,31.117,-78.105,751,152,222.077,52.779125,36.6805,22.5798,22.5486,1025.992,25.3392,4.3667,89.25,2.01E+00,-1.0769059,0.364715872
,119,31.117,-78.105,751,153,223.522,52.738302,36.6746,22.5479,22.517,1026.0009,25.3437,4.364,89.143,1.91E+00,-0.4439397,0.382692113
,119,31.117,-78.105,751,154,224.998,52.706934,36.6826,22.5094,22.4778,1026.0226,25.361,4.3626,89.057,1.81E+00,-1.1046819,0.363927034
,119,31.117,-78.105,751,155,226.453,52.600897,36.6728,22.4203,22.3894,1026.045,25.3789,4.3692,89.049,1.72E+00,-0.6942027,0.375584643
,119,31.117,-78.105,751,156,227.92,52.548313,36.6844,22.3589,22.3265,1026.0761,25.4057,4.3775,89.126,1.64E+00,-0.4904621,0.381370876
,119,31.117,-78.105,751,157,229.379,52.496411,36.6772,22.3179,22.2861,1026.0866,25.4117,4.3887,89.285,1.56E+00,-1.721473,0.346410167
,119,31.117,-78.105,751,158,230.84,52.435046,36.6675,22.2707,22.239,1026.097,25.4177,4.3981,89.398,1.49E+00,-1.2422464,0.360020202
,119,31.117,-78.105,751,159,232.299,52.426878,36.6724,22.258,22.2262,1026.1087,25.4251,4.3998,89.415,1.43E+00,-0.4726931,0.381875516
,119,31.117,-78.105,751,160,233.767,52.354597,36.667,22.1966,22.1638,1026.1267,25.4387,4.4148,89.62,1.36E+00,-0.6566087,0.376652313
,119,31.117,-78.105,751,161,235.221,52.349795,36.669,22.1891,22.1566,1026.1347,25.4423,4.4145,89.603,1.31E+00,-0.8621692,0.370814395
,119,31.117,-78.105,751,162,236.69,52.347164,36.6707,22.1842,22.1514,1026.1417,25.4451,4.4026,89.355,1.25E+00,-1.0677204,0.364976741
,119,31.117,-78.105,751,163,238.149,52.349093,36.6724,22.1837,22.1507,1026.1475,25.4465,4.3944,89.189,1.20E+00,-0.5637924,0.379288296
,119,31.117,-78.105,751,164,239.61,52.353352,36.6743,22.1851,22.1519,1026.1529,25.4476,4.3725,88.748,1.16E+00,-1.5612763,0.350959753
,119,31.117,-78.105,751,165,241.067,52.349528,36.6769,22.1779,22.1446,1026.1612,25.4517,4.3554,88.391,1.11E+00,-1.6508021,0.34841722
,119,31.117,-78.105,751,166,242.538,52.345607,36.681,22.169,22.1355,1026.1713,25.4574,4.34,88.065,1.07E+00,-0.3950618,0.384080245
,119,31.117,-78.105,751,167,243.995,52.337605,36.6821,22.1598,22.1262,1026.1791,25.4609,4.3516,88.288,1.03E+00,0.9150012,0.421286034
,119,31.117,-78.105,751,168,245.454,52.316935,36.686,22.1355,22.1015,1026.1933,25.4708,4.348,88.18,9.87E-01,-1.1869869,0.361589572
,119,31.117,-78.105,751,169,246.923,52.3049,36.6887,22.1206,22.0865,1026.204,25.4772,4.3336,87.865,9.54E-01,-0.9984087,0.366945193
,119,31.117,-78.105,751,170,248.381,52.303005,36.6876,22.1198,22.0855,1026.2078,25.4766,4.3437,88.068,9.19E-01,-0.8554836,0.371004266
,119,31.117,-78.105,751,171,249.842,52.28952,36.684,22.1111,22.0766,1026.2119,25.4764,4.3403,87.984,8.86E-01,0.5356467,0.410512366
,119,31.117,-78.105,751,172,251.303,52.238964,36.671,22.0789,22.0445,1026.2154,25.4755,4.3269,87.655,8.57E-01,-1.7509144,0.345574031
,119,31.117,-78.105,751,173,252.761,52.134424,36.6644,21.9881,21.9532,1026.2408,25.4963,4.3235,87.443,8.25E-01,-1.0475127,0.365550639
,119,31.117,-78.105,751,174,254.231,52.062233,36.6681,21.9161,21.8811,1026.2684,25.5195,4.3258,87.38,7.99E-01,-0.1688992,0.390503263
,119,31.117,-78.105,751,175,255.69,52.045495,36.6741,21.893,21.858,1026.2838,25.5306,4.3338,87.509,7.73E-01,0.9312258,0.421746813
,119,31.117,-78.105,751,176,257.149,52.0093,36.6672,21.8667,21.8316,1026.2903,25.5327,4.3461,87.713,7.49E-01,0.0971654,0.398059497
,119,31.117,-78.105,751,177,258.611,51.982218,36.6729,21.8342,21.7986,1026.3084,25.5464,4.3344,87.428,7.26E-01,0.519476,0.410053118
,119,31.117,-78.105,751,178,260.071,51.983603,36.673,21.8352,21.7997,1026.3124,25.5462,4.2948,86.631,7.01E-01,-1.4625558,0.353763415
,119,31.117,-78.105,751,179,261.535,51.906483,36.6579,21.7794,21.7442,1026.3209,25.5502,4.3079,86.803,6.80E-01,-1.7342109,0.34604841
,119,31.117,-78.105,751,180,262.993,51.873583,36.6706,21.7347,21.6982,1026.3479,25.5727,4.3377,87.34,6.60E-01,-0.0452846,0.394013917
,119,31.117,-78.105,751,181,264.463,51.850063,36.6633,21.7203,21.6844,1026.3505,25.5711,4.303,86.616,6.42E-01,-0.9171246,0.369253661
,119,31.117,-78.105,751,182,265.937,51.804998,36.6547,21.6875,21.6515,1026.3576,25.5737,4.3066,86.633,6.24E-01,-1.5324396,0.351778715
,119,31.117,-78.105,751,183,267.365,51.783781,36.6583,21.6636,21.627,1026.3716,25.5833,4.3339,87.146,6.07E-01,1.6911318,0.443328143
,119,31.117,-78.105,751,184,268.849,51.71848,36.6533,21.6074,21.5708,1026.3879,25.5952,4.3062,86.501,5.90E-01,-1.4077019,0.355321266
,119,31.117,-78.105,751,185,270.301,51.704027,36.6565,21.5897,21.553,1026.3997,25.6026,4.2989,86.328,5.75E-01,-1.332007,0.357471001
,119,31.117,-78.105,751,186,271.77,51.674717,36.6522,21.567,21.5302,1026.4071,25.6057,4.31,86.514,5.59E-01,1.0751839,0.425835223
,119,31.117,-78.105,751,187,273.245,51.637149,36.6514,21.5322,21.495,1026.4207,25.6149,4.3215,86.69,5.45E-01,1.5064277,0.438082547
,119,31.117,-78.105,751,188,274.671,51.635711,36.6551,21.5263,21.4891,1026.4295,25.6193,4.3466,87.188,5.31E-01,0.6036995,0.412445066
,119,31.117,-78.105,751,189,276.154,51.603354,36.6441,21.5082,21.471,1026.4305,25.616,4.4842,89.913,5.18E-01,-0.9606758,0.368016807
,119,31.117,-78.105,751,190,277.607,51.532409,36.6304,21.4574,21.4194,1026.4389,25.6199,4.5154,90.448,5.06E-01,-2.1567182,0.334049203
,119,31.117,-78.105,751,191,279.077,51.516488,36.6369,21.4346,21.3968,1026.4545,25.6312,4.5189,90.486,4.92E-01,-2.3260577,0.329239961
,119,31.117,-78.105,751,192,280.544,51.463454,36.6263,21.3963,21.3587,1026.4615,25.6337,4.4561,89.163,4.83E-01,-1.9113222,0.34101845
,119,31.117,-78.105,751,193,281.989,51.435438,36.6354,21.3593,21.3209,1026.4832,25.6511,4.4077,88.138,4.70E-01,-0.3632151,0.384984691
,119,31.117,-78.105,751,194,283.46,51.426088,36.6405,21.3441,21.306,1026.4955,25.659,4.3711,87.388,4.60E-01,-0.0129858,0.394931203
,119,31.117,-78.105,751,195,284.928,51.381781,36.6455,21.2962,21.2579,1026.5171,25.6762,4.3335,86.563,4.50E-01,-0.2407205,0.388463538
,119,31.117,-78.105,751,196,286.389,51.365597,36.6452,21.2808,21.2423,1026.5256,25.6803,4.3279,86.429,4.41E-01,-1.7257886,0.346287604
,119,31.117,-78.105,751,197,287.847,51.350452,36.6488,21.2622,21.2235,1026.5379,25.6882,4.3431,86.705,4.32E-01,-0.6109435,0.377949205
,119,31.117,-78.105,751,198,289.316,51.338708,36.6492,21.2502,21.2114,1026.5459,25.6919,4.3402,86.628,4.24E-01,-0.2322025,0.388705449
,119,31.117,-78.105,751,199,290.766,51.331352,36.6493,21.2427,21.2036,1026.5524,25.6941,4.322,86.252,4.16E-01,-0.1018475,0.392407531
,119,31.117,-78.105,751,200,292.24,51.297477,36.6499,21.2098,21.1706,1026.5664,25.7036,4.3378,86.519,4.08E-01,-0.4648257,0.38209895
,119,31.117,-78.105,751,201,293.687,51.27017,36.6566,21.1759,21.1364,1026.5853,25.7182,4.3588,86.888,3.99E-01,-0.1996323,0.389630443
,117,31.136,-77.603,,2,2.923,59.306222,36.5119,28.8438,28.8433,1023.2608,23.2524,4.3188,97.975,2.14E+03,-2.2702431,0.330825096
,117,31.136,-77.603,,3,4.382,59.294671,36.5076,28.8389,28.838,1023.2636,23.2509,4.3389,98.42,2.40E+03,-2.543488,0.323064941
,117,31.136,-77.603,,4,5.841,59.237016,36.5017,28.7933,28.7922,1023.2787,23.2618,4.3595,98.81,1.60E+03,-1.5505961,0.351263071
,117,31.136,-77.603,,5,7.298,59.188371,36.5035,28.7463,28.7453,1023.2999,23.2788,4.3708,98.993,1.63E+03,-1.6289507,0.3490378
,117,31.136,-77.603,,6,8.774,59.137419,36.4996,28.7049,28.7039,1023.3151,23.2898,4.3691,98.888,1.31E+03,-2.3887642,0.327459097
,117,31.136,-77.603,,7,10.212,59.064016,36.5014,28.6356,28.6338,1023.344,23.3144,4.367,98.729,1.18E+03,-2.0743107,0.336389576
,117,31.136,-77.603,,8,11.689,59.001755,36.51,28.5676,28.5656,1023.3774,23.3436,4.3756,98.819,1.23E+03,-1.591725,0.35009501
,117,31.136,-77.603,,9,13.139,58.959336,36.515,28.5225,28.5202,1023.4005,23.3625,4.3761,98.76,1.21E+03,-2.0414913,0.337321647
,117,31.136,-77.603,,10,14.604,58.943828,36.5191,28.5025,28.5001,1023.4145,23.3722,4.378,98.773,9.90E+02,-0.6774532,0.376060329
,117,31.136,-77.603,,11,16.072,58.92845,36.5178,28.4898,28.4872,1023.4221,23.3756,4.3589,98.322,1.10E+03,-1.7079594,0.346793953
,117,31.136,-77.603,,12,17.525,58.916523,36.5169,28.4798,28.4769,1023.429,23.3783,4.3684,98.521,1.19E+03,-2.4876429,0.324650942
,117,31.136,-77.603,,13,18.989,58.906016,36.5155,28.4716,28.4684,1023.435,23.3801,4.3879,98.947,1.01E+03,-1.7899238,0.344466164
,117,31.136,-77.603,,14,20.447,58.888549,36.513,28.4588,28.4554,1023.4416,23.3825,4.3841,98.839,9.31E+02,-2.1750016,0.333529955
,117,31.136,-77.603,,15,21.913,58.868944,36.5092,28.4453,28.4418,1023.4476,23.3842,4.3871,98.883,9.30E+02,-0.5334487,0.380150057
,117,31.136,-77.603,,16,23.362,58.848305,36.5065,28.4298,28.4259,1023.455,23.3874,4.3878,98.872,8.74E+02,-0.0305114,0.394433476
,117,31.136,-77.603,,17,24.829,58.829544,36.5041,28.4153,28.4113,1023.4623,23.3905,4.3703,98.453,9.14E+02,-0.9841595,0.36734987
,117,31.136,-77.603,,18,26.288,58.811193,36.503,28.4001,28.3955,1023.4709,23.3949,4.3743,98.518,9.65E+02,-1.4373313,0.354479791
,117,31.136,-77.603,,19,27.742,58.797845,36.4981,28.393,28.3888,1023.4736,23.3934,4.4082,99.27,7.07E+02,-0.9541406,0.368202407
,117,31.136,-77.603,,20,29.21,58.738172,36.4866,28.3541,28.3493,1023.4824,23.3979,4.4014,99.047,7.74E+02,-0.6096422,0.377986162
,117,31.136,-77.603,,21,30.677,58.652377,36.476,28.2888,28.2837,1023.5003,23.4116,4.4039,98.989,6.87E+02,-1.7126517,0.346660692
,117,31.136,-77.603,,22,32.139,58.609461,36.4706,28.2564,28.2518,1023.511,23.4181,4.4169,99.229,9.15E+02,-3.0303252,0.309238764
,117,31.136,-77.603,,23,33.586,58.50444,36.449,28.1899,28.1842,1023.5213,23.4241,4.4192,99.16,6.61E+02,-1.2701114,0.359228836
,117,31.136,-77.603,,24,35.052,58.302356,36.4062,28.0577,28.0531,1023.5366,23.4351,4.4175,98.887,7.57E+02,-0.9400469,0.368602668
,117,31.136,-77.603,,25,36.523,58.081548,36.3821,27.8882,27.8826,1023.5788,23.473,4.4329,98.944,6.17E+02,-1.7460386,0.345712504
,117,31.136,-77.603,,26,37.965,57.928028,36.4074,27.7165,27.7096,1023.6586,23.5485,4.4295,98.604,6.97E+02,-2.1041473,0.335542217
,117,31.136,-77.603,,27,39.434,57.70913,36.3763,27.5551,27.5493,1023.6917,23.5774,4.4691,99.207,6.43E+02,-1.6289947,0.349036551
,117,31.136,-77.603,,28,40.902,57.544526,36.3987,27.3759,27.3677,1023.7719,23.6532,4.5017,99.646,6.53E+02,-1.9510815,0.339889285
,117,31.136,-77.603,,29,42.361,57.564563,36.4257,27.3594,27.3528,1023.8012,23.6783,4.5022,99.648,6.10E+02,-3.0959848,0.307374032
,117,31.136,-77.603,,30,43.815,57.527269,36.4262,27.3234,27.3162,1023.8177,23.6905,4.4873,99.259,5.93E+02,-2.2714654,0.330790383
,117,31.136,-77.603,,31,45.279,57.506101,36.4348,27.2931,27.286,1023.8382,23.7068,4.4784,99.018,5.84E+02,-1.7196184,0.346462837
,117,31.136,-77.603,,32,46.726,57.470667,36.4322,27.2635,27.256,1023.8502,23.7145,4.4709,98.802,5.56E+02,-1.301338,0.358342001
,117,31.136,-77.603,,33,48.198,57.403316,36.4282,27.2064,27.1987,1023.8699,23.73,4.4976,99.296,5.57E+02,-1.0653734,0.365043395
,117,31.136,-77.603,,34,49.664,57.415856,36.4574,27.1806,27.1729,1023.9045,23.7603,4.5288,99.96,5.64E+02,-2.0036667,0.338395866
,117,31.136,-77.603,,35,51.121,57.404884,36.4619,27.1645,27.1561,1023.9175,23.7691,4.5283,99.925,5.46E+02,-0.8002166,0.372573849
,117,31.136,-77.603,,36,52.588,57.380262,36.4634,27.1393,27.1314,1023.9309,23.7783,4.5122,99.53,4.97E+02,-1.0423147,0.365698263
,117,31.136,-77.603,,37,54.041,57.345483,36.466,27.1039,27.0949,1023.9488,23.7919,4.5069,99.354,5.13E+02,-1.6744908,0.347744461
,117,31.136,-77.603,,38,55.497,57.341695,36.4825,27.0794,27.0703,1023.9735,23.8124,4.5126,99.45,4.82E+02,-1.9992694,0.338520749
,117,31.136,-77.603,,39,56.963,57.348791,36.4977,27.0657,27.0568,1023.9935,23.8281,4.5208,99.618,4.53E+02,-3.0459011,0.308796409
,117,31.136,-77.603,,40,58.429,57.315196,36.5016,27.0296,27.0204,1024.0124,23.8427,4.5166,99.468,4.84E+02,-2.6025218,0.321388381
,117,31.136,-77.603,,41,59.883,57.310037,36.5251,26.9947,26.9846,1024.0458,23.872,4.5281,99.674,4.14E+02,-2.513428,0.323918645
,117,31.136,-77.603,,42,61.346,57.353281,36.5374,27.0183,27.0096,1024.0513,23.8732,4.5396,99.976,4.63E+02,-0.7863093,0.372968816
,117,31.136,-77.603,,43,62.798,57.308937,36.5269,26.9911,26.9807,1024.0569,23.8746,4.5398,99.928,4.27E+02,-4.2402619,0.274876562
,117,31.136,-77.603,,44,64.261,57.227675,36.5116,26.9346,26.925,1024.0675,23.881,4.5124,99.227,3.96E+02,-2.3348684,0.328989737
,117,31.136,-77.603,,45,65.733,57.113835,36.5025,26.8428,26.8319,1024.0948,23.9039,4.5208,99.252,4.14E+02,0.5111647,0.409817077
,117,31.136,-77.603,,46,67.183,57.05482,36.5034,26.7871,26.7765,1024.1175,23.9223,4.542,99.627,3.83E+02,-0.3498815,0.385363365
,117,31.136,-77.603,,47,68.656,56.980501,36.4922,26.7325,26.7218,1024.1307,23.9312,4.5441,99.578,3.81E+02,-2.2923348,0.330197692
,117,31.136,-77.603,,48,70.109,56.896222,36.4889,26.6592,26.6483,1024.156,23.9522,4.5401,99.366,3.58E+02,-2.2995226,0.329993558
,117,31.136,-77.603,,49,71.579,56.83486,36.4956,26.5938,26.5824,1024.1863,23.9782,4.5383,99.223,3.74E+02,-2.4467564,0.325812118
,117,31.136,-77.603,,50,73.026,56.808943,36.5017,26.5626,26.5509,1024.2052,23.9929,4.5575,99.595,3.42E+02,-2.6647121,0.319622176
,117,31.136,-77.603,,51,74.492,56.764129,36.4969,26.5261,26.5144,1024.2174,24.0009,4.5828,100.083,3.38E+02,-2.153002,0.334154743
,117,31.136,-77.603,,52,75.958,56.758339,36.5106,26.5049,26.4935,1024.2386,24.0178,4.5973,100.373,3.28E+02,-2.6750683,0.31932806
,117,31.136,-77.603,,53,77.407,56.694253,36.5074,26.4492,26.4368,1024.2585,24.0334,4.5936,100.197,3.23E+02,-1.9715694,0.339307429
,117,31.136,-77.603,,54,78.875,56.660909,36.5169,26.4053,26.3927,1024.2839,24.0545,4.5811,99.858,3.08E+02,-1.0291759,0.366071404
,117,31.136,-77.603,,55,80.335,56.660725,36.5301,26.3887,26.3757,1024.3035,24.0699,4.5908,100.049,2.88E+02,-1.5348537,0.351710155
,117,31.136,-77.603,,56,81.795,56.690447,36.5434,26.3989,26.3862,1024.3144,24.0766,4.585,99.947,2.85E+02,-1.6428746,0.348642361
,117,31.136,-77.603,,57,83.249,56.70919,36.5506,26.4064,26.3934,1024.3218,24.0798,4.5634,99.492,2.69E+02,-1.6114922,0.349533622
,117,31.136,-77.603,,58,84.72,56.721248,36.554,26.4126,26.3994,1024.3267,24.0804,4.5523,99.264,2.49E+02,-0.6163605,0.377795362
,117,31.136,-77.603,,59,86.183,56.724582,36.559,26.4093,26.3957,1024.3359,24.0853,4.5642,99.521,2.48E+02,-1.6127924,0.349496696
,117,31.136,-77.603,,60,87.64,56.718459,36.5561,26.4069,26.3932,1024.3388,24.0839,4.5826,99.915,2.41E+02,-1.5239957,0.352018522
,117,31.136,-77.603,,61,89.099,56.679256,36.5449,26.3846,26.3709,1024.3417,24.0826,4.5892,100.017,2.40E+02,-1.6368659,0.348813008
,117,31.136,-77.603,,62,90.561,56.591943,36.525,26.3298,26.3159,1024.3484,24.085,4.5976,100.096,2.43E+02,-0.4433315,0.382709385
,117,31.136,-77.603,,63,92.024,56.48876,36.5162,26.2445,26.23,1024.3731,24.1054,4.5941,99.873,2.26E+02,-1.8054777,0.344024433
,117,31.136,-77.603,,64,93.484,56.41671,36.5171,26.1775,26.1629,1024.3993,24.1273,4.5855,99.576,2.25E+02,-0.7027456,0.375342025
,117,31.136,-77.603,,65,94.944,56.310733,36.5035,26.097,26.0822,1024.4187,24.1424,4.59,99.531,2.14E+02,-1.9308652,0.340463428
,117,31.136,-77.603,,66,96.404,56.221179,36.5004,26.0179,26.0033,1024.4454,24.1648,4.6026,99.673,2.10E+02,-1.1218899,0.363438327
,117,31.136,-77.603,,67,97.876,56.180516,36.5041,25.9761,25.9606,1024.4659,24.181,4.6094,99.749,2.03E+02,-0.3180134,0.386268419
,117,31.136,-77.603,,68,99.315,56.160801,36.5035,25.9581,25.9428,1024.4753,24.1861,4.592,99.345,1.92E+02,-1.3305321,0.357512888
,117,31.136,-77.603,,69,100.791,56.088848,36.4942,25.9031,25.8876,1024.4899,24.1964,4.5693,98.758,1.89E+02,-1.1556445,0.362479696
,117,31.136,-77.603,,70,102.249,56.038361,36.499,25.8504,25.8343,1024.5145,24.2167,4.5893,99.105,1.83E+02,-1.5655534,0.350838283
,117,31.136,-77.603,,71,103.709,56.044535,36.5059,25.8469,25.8313,1024.5249,24.2228,4.5866,99.044,1.78E+02,-0.7458099,0.374118999
,117,31.136,-77.603,,72,105.171,56.021568,36.5068,25.8242,25.808,1024.5371,24.2308,4.5917,99.116,1.75E+02,-0.3539398,0.38524811
,117,31.136,-77.603,,73,106.631,56.030166,36.5327,25.7995,25.7824,1024.5689,24.2583,4.5962,99.187,1.63E+02,-2.1961466,0.332929437
,117,31.136,-77.603,,74,108.094,56.097341,36.563,25.8235,25.8075,1024.5882,24.2734,4.576,98.81,1.65E+02,-1.5523881,0.351212178
,117,31.136,-77.603,,75,109.549,56.038367,36.5482,25.787,25.7703,1024.5929,24.2738,4.6074,99.416,1.56E+02,-1.2475453,0.359869713
,117,31.136,-77.603,,76,111.021,55.901425,36.5193,25.6958,25.6787,1024.6039,24.2805,4.6441,100.04,1.52E+02,-1.4398389,0.354408575
,117,31.136,-77.603,,77,112.471,55.844838,36.5364,25.623,25.6057,1024.6439,24.3161,4.6269,99.557,1.50E+02,-1.3527669,0.35688142
,117,31.136,-77.603,,78,113.94,55.807206,36.5269,25.5998,25.5824,1024.6482,24.3162,4.588,98.677,1.42E+02,-1.4327847,0.354608915
,117,31.136,-77.603,,79,115.398,55.753258,36.516,25.5636,25.546,1024.6556,24.3192,4.623,99.361,1.40E+02,-1.6079447,0.349634371
